RegionID,SizeRank,RegionName,RegionType,StateName,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022
394913,1,"New York, NY",msa,NY,405000,404667,408000,414667,421667,421667,410000,395000,385000,378333,373333,368333,365000,365000,367000,375333,380317,381983,377817,374333,369000,368759,369259,372593,370333,368333,371667,380333,390333,392833,389167,380833,373333,368333,366667,363333,361667,358333,363333,371667,377125,378792,368792,356667,345583,340583,338917,338333,340667,345667,355667,365000,371333,370333,362000,355000,349333,349000,346333,343000,338333,345500,358500,375167,386333,386667,380000,368333,361667,360000,360000,358000,354667,355500,365333,380667,393167,392833,384522,375498,371322,372633,372407,370750,366750,369333,377667,389967,398300,398300,390000,380000,376333,376333,375333,372333,372333,375000,383667,395300,405967,405683,398050,389050,384000,381667,381000,379333,384333,390000,404000,414833,422717,421717,411983,404100,399100,399667,398000,396667,400000,406000,417667,427400,436400,434733,426667,418333,411293,411127,410741,411114,409641,413360,421693,433333,438000,438667,433333,428667,426333,426333,428000,428000,431000,434333,442667,450000,461667,473333,483333,491333,494000,494667,494967,493967,499967,507833,524500,537833,546667,550000,546667,541667,536667,537167,537167,541833,546333,557667,574633,592967,606633,603333,591667
753899,2,"Los Angeles, CA",msa,CA,542500,532833,526917,512417,500750,482333,470333,454333,445333,427333,424667,418000,418000,420000,431667,441667,443333,443333,440000,436667,428333,424000,415667,415667,415667,425667,425667,431667,429667,432333,424333,419667,412000,407000,400333,401667,407833,414500,415833,417667,414667,410333,397833,390833,382167,378000,374667,381667,396667,408333,414833,416500,419833,419500,419500,421167,426667,425000,425000,435667,463667,488333,506000,511333,514667,511000,504333,499667,499667,497000,500333,505667,518833,530500,538500,546333,549667,546667,543333,536667,533333,528333,531667,538333,552500,561167,568500,571000,571500,567500,560833,560000,560000,561667,560750,568083,579750,596000,607000,609000,608667,603833,603500,599333,595833,594167,595000,604000,615667,629667,640083,646750,647750,645333,639000,637333,636667,634667,641333,651667,666667,677333,684333,689333,687000,681667,676333,671167,660833,651833,648667,659000,673333,681667,689667,698667,700333,698500,689167,687500,689000,691000,699333,708333,713333,710000,711667,733000,759667,775333,777333,772333,768333,768333,780000,798333,820000,837333,850667,855667,856667,853333,851667,850667,855833,859167,875167,898333,934833,959833,964833,945000,920000,901667,891667
394463,3,"Chicago, IL",msa,IL,245667,247333,252833,257833,261167,258333,248667,239333,232667,226667,221000,217667,219500,221167,224500,227500,230833,228167,223167,216500,212500,206667,202500,204083,207417,213250,217667,222667,229333,224017,218850,206850,203583,202750,201083,198000,194417,194750,200417,205833,212167,204667,194833,181833,177667,172333,167333,166333,173667,183667,198000,205667,211000,202667,191000,182667,177667,176333,169400,168400,174067,187333,203000,215000,221333,217000,208333,199867,194533,190367,184833,184833,190000,201167,214500,221833,227667,222667,216000,206667,201000,196042,192042,193042,201333,214800,226133,231133,231667,226333,220667,213333,209333,204967,200633,201633,210333,222667,233333,238000,239000,231667,225000,218333,216333,214667,213333,218667,225792,236125,243458,247167,246500,240060,232560,228227,226667,226333,225667,228667,236417,245417,253250,255833,254167,247333,240333,235167,232500,230167,229667,233333,241000,249667,256000,259333,258333,252333,245667,242233,240900,238567,238500,243467,254133,258633,260333,262000,269333,274300,276633,274633,271333,267333,265000,268333,278333,291667,301667,303333,301500,294833,288500,283167,279833,277833,276333,280833,290833,302667,313167,316500,313333,303333,295000
394514,4,"Dallas, TX",msa,TX,141850,144817,148317,152300,154000,150000,144667,139500,136167,131817,131450,133117,136633,141000,146740,151907,154073,150667,147000,142645,140145,135812,135467,137832,144665,147698,150833,152333,154333,152000,147333,143000,142667,142258,141558,139525,139933,143292,147325,151825,152833,150483,146650,141650,142083,140083,141717,143117,149117,155483,160650,163983,163317,160700,157033,154867,153939,152906,152573,155800,163293,171793,177793,182000,182667,179833,175500,171500,170000,166000,166333,169300,175967,181967,187333,191667,193454,189288,185954,183500,184883,183883,183883,186667,195000,204000,211167,214167,213500,208000,203333,199333,201000,199300,201483,204817,212183,220667,228000,231833,231833,227500,226333,225667,226076,225409,226243,230500,237833,245667,251333,252967,252333,248000,245133,241767,243767,242333,244983,248383,256050,262700,268300,270967,268000,261150,255150,251483,250967,248467,248467,251167,258500,266833,273133,276300,275633,270667,268000,264250,265250,264083,265167,267500,274330,277663,281330,286667,294333,298150,298483,299150,299667,296667,300078,308411,323078,337000,349000,357333,359500,356228,355228,354728,359667,360667,365500,373833,393833,413333,425500,423833,413833,402167,393833
394692,5,"Houston, TX",msa,TX,144133,145966,149166,152700,154500,153133,147300,139000,132000,128000,127257,130590,136923,144300,150967,156267,158967,157133,152167,147833,143333,141000,138667,140667,144000,146983,149400,151233,152917,151000,147348,144673,145740,143225,141900,140333,141967,144967,147967,151667,153000,150000,147700,144200,144700,141000,137348,136815,143815,152633,159000,161667,160667,156300,153133,153133,154167,151667,149333,151333,159000,167333,174500,178500,180000,177500,173500,170333,168633,167600,168233,169267,174300,178300,183967,187133,191500,189833,187000,182217,183217,183283,184275,185942,190393,197518,202518,206000,205000,199833,194500,188500,188667,187708,189042,189708,194333,201667,208333,213833,213833,210500,205000,203333,204000,202750,201083,203083,209333,216000,220167,222067,221067,218567,215333,213000,210333,208333,208833,211500,219167,225333,229667,230567,229400,225700,222133,219467,220500,217833,217333,218667,225000,232667,238167,241133,240133,235633,230667,228333,230000,229667,229667,229833,235167,236833,241667,248333,256667,258333,258300,259300,263300,262333,265000,272333,285000,296333,304667,308833,308833,303833,301333,303000,307333,308000,311333,316000,328667,340333,348750,350917,344250,337867,328700
395209,6,"Washington, DC",msa,VA,373333,380000,386333,394667,390000,375233,350233,329900,318333,318333,312750,310750,305750,313000,322000,337000,343667,340000,325000,311667,305667,298833,293167,292167,302315,314648,326648,340000,343333,343333,334000,334000,334000,325833,322500,320500,332481,345398,355731,366250,365417,358750,339750,327667,321000,316833,310667,315667,330500,353333,370000,381667,379967,366967,353633,347000,348333,345333,341000,345833,359500,380500,395667,406000,404333,392667,379667,369167,367500,364167,361333,361000,368000,388367,402033,415367,409167,395833,381167,371697,377531,372197,372500,372667,385850,400850,407183,407333,397667,390333,382000,378000,375333,370333,371000,368250,383067,394858,406941,408791,404667,396333,388000,378333,380000,376667,376633,375800,387467,405800,417467,421100,414467,405300,394667,388000,390667,387667,385833,391483,406483,421917,425267,426933,426667,422000,412000,405667,407667,407333,408667,412667,423000,436300,442967,447133,442167,432467,423300,423032,426398,421298,419900,428233,450000,458333,459000,467333,475667,474517,462184,451184,450000,444000,438333,442003,460336,487003,500528,504528,500862,492000,484667,476667,478333,467667,464333,471000,501667,530000,543333,540000,528333,511333,496333
394856,7,"Miami, FL",msa,FL,295000,293333,292000,292000,292667,285667,274000,260000,251667,241467,233133,229633,226500,226333,223167,228167,227000,225000,216667,211333,207000,203667,200500,200167,198583,200083,200017,201600,201600,200000,200000,199167,195833,192500,190000,188333,186667,189900,195567,198483,194717,187050,182467,179000,178133,176467,175467,175000,177667,182667,190500,195500,197500,195833,194833,194500,196667,196367,196367,200867,211167,223000,231833,237658,242492,240825,235667,234000,234000,234967,232467,234167,240533,249700,258000,264583,263583,260250,255500,254833,255167,254067,255733,257067,261667,264167,269167,272500,273333,270300,269300,265967,268000,265667,268333,267667,272667,277333,284000,287333,288333,288333,286667,285000,283333,281667,284333,286833,293500,296667,302500,305833,310000,308333,303333,301667,301667,305000,305000,310000,313333,318000,321500,323167,323500,320000,321667,322333,324000,320667,319333,319333,321750,325750,329083,334000,335667,334000,331667,331667,335000,338333,340000,342000,345333,347000,348333,353333,360833,367500,370833,374667,378000,379667,381667,389000,400667,412333,421667,429083,432417,431417,429000,432333,440000,446667,455000,465000,481667,499817,513150,519817,513333,506667,500833
394974,8,"Philadelphia, PA",msa,PA,210833,217667,222667,230667,235000,233300,224967,217300,210667,206667,201667,200000,200000,204333,212000,220333,226000,223333,217000,209083,206367,205033,206283,205333,208000,209333,215333,223000,228333,229333,223000,216333,211333,208333,206667,201667,200833,200833,210833,219000,225650,220650,213317,205000,203333,200167,198500,193500,195000,201667,214454,225454,230454,225650,218067,212883,211567,209817,204667,201333,203767,210767,222433,232333,238967,233967,224967,216667,214000,210667,203033,199867,201533,210833,221667,231633,236633,231843,225210,218543,216667,213300,208267,204933,206242,214425,225558,234117,236633,233800,226300,220633,214000,209167,205000,203333,207500,216667,229233,238567,240233,234333,227333,222300,222300,218300,213333,210000,215000,225000,236633,244300,245967,239300,231633,226633,226667,223333,220000,218333,222650,229283,237283,244633,249667,246667,240000,234967,233300,231633,228300,228300,233300,241633,251633,261633,266667,262500,253483,248450,247617,246767,243467,243467,253333,262667,270167,273833,281133,285800,283767,278800,274967,274000,270417,268417,271050,277967,288300,298333,308333,310000,305000,297500,291833,291833,288667,287667,289333,303333,322333,336667,340667,335333,326833
394347,9,"Atlanta, GA",msa,GA,172783,176117,179483,182333,180667,173133,165800,157467,151667,148000,144667,144633,143300,146633,151167,157833,161167,158300,153633,150267,148633,142267,133967,129967,134333,142667,146667,146333,141300,136967,130633,127083,127083,128193,125110,119443,118333,120900,126567,130567,136300,136300,133300,129333,125333,123367,122367,127367,137935,148602,157935,161667,159633,154750,146417,144117,145333,144333,146500,152400,165067,178233,186075,192742,190375,182633,173300,166333,166833,164500,165167,166633,174967,185633,195233,199900,196567,187458,179125,174458,174500,173167,175067,178233,187416,199850,207850,211667,204333,197167,187833,186000,186500,186500,185667,187000,194867,204200,209483,211283,205933,198650,191767,190450,190775,189658,189158,194167,203333,212000,218667,221333,220167,215133,211300,209967,211667,211667,214667,218333,227133,235133,241467,242633,238267,233267,229300,227667,226333,223667,223633,227867,235483,244667,251433,255983,254833,250139,245306,243973,245315,244648,246315,250167,260133,261800,264300,267667,277333,281793,283460,283051,283425,281758,284167,293333,308333,323333,335000,342667,342667,340383,340383,345883,349833,348833,348333,353333,365667,382333,394333,400300,395300,386633,375000
394976,10,"Phoenix, AZ",msa,AZ,230750,230417,230750,226667,221667,212667,207251,199234,188401,176483,169500,166333,164667,162983,162317,161619,157302,154636,149667,148333,145633,144133,142800,143167,145517,146850,146850,144333,140405,138238,137538,137133,135933,134133,133467,131833,131667,129500,128833,126500,126000,124667,123333,123717,124717,127717,129333,133667,140300,148633,154967,156667,158000,158333,160003,162670,164337,166000,166667,171667,178133,184633,188633,192167,192000,191333,190333,190667,192546,192046,192046,192667,195333,198633,200467,200967,201833,199833,199167,196667,199017,199683,203017,204167,207500,211667,215167,217167,216333,216167,216167,216833,219000,220333,221333,220667,223667,227833,232145,232145,232645,232667,234333,234000,233333,233000,233333,234667,236633,240633,244800,247300,247967,247133,248333,249000,250665,251415,254748,257417,260000,263300,267967,271300,271333,270000,269167,269167,269167,270000,270000,271667,274050,279050,282383,285000,285667,287333,289167,290167,291833,294967,299967,304967,306667,306333,308000,314000,322667,329333,335000,338333,340000,343333,351667,363333,375400,388733,402067,413333,420000,425000,430000,434667,438000,443000,451667,465000,477667,492200,498867,497683,483942,469775,458708
394404,11,"Boston, MA",msa,MA,345000,355000,365333,373833,377500,361483,345650,328983,323000,322000,316667,311667,309350,313183,329850,340467,349717,340050,328233,316817,323150,328333,329333,323246,322246,328663,349750,367917,382167,365500,348333,334667,331333,327833,314833,314167,317333,331000,345000,360333,366000,357000,335333,324333,315000,315000,303333,305000,308333,325000,346667,361667,368333,349983,335467,325467,325817,325000,319279,315613,323279,336333,359667,374000,383333,371667,358000,347967,347967,351967,344500,342167,339883,355050,374050,389450,393783,378450,363333,353000,356333,362667,360250,356250,358250,371200,390533,402200,409000,396333,380500,372128,373128,378961,368000,364667,369167,388167,409833,420333,424317,412650,397650,392500,392500,397500,391333,393500,397667,412005,429805,440639,444633,433000,426333,423000,424667,426167,419833,419833,428333,448133,470467,480550,482417,465050,449967,441606,438206,441539,436567,442333,447333,465333,481167,491833,491833,480000,467667,458000,461150,466150,467817,475000,490000,502000,513667,521667,538333,546667,545333,540667,536250,537917,535583,543333,563333,590000,620000,630417,635417,618750,605000,600000,600000,602000,591817,601817,624817,665000,698333,710000,706687,680020,655020
395057,12,"San Francisco, CA",msa,CA,605000,600000,591000,575333,545333,505667,464667,423000,391667,356667,340000,328333,344333,367667,407667,431667,440083,441417,441417,447000,438833,418833,404800,404967,423267,448300,466633,482500,477833,465000,448500,435333,428167,403833,388333,389083,404917,423917,436500,442333,438333,421667,411667,402250,392250,373917,358500,366833,398500,440000,468333,485833,480833,469167,458833,463167,469500,455667,446333,461000,517667,575000,612333,622333,616333,598000,584667,580000,571833,558333,550333,571833,608667,638500,655167,658500,660833,649833,642667,635167,628500,612000,607000,631333,670000,703333,708333,707333,695667,682333,665000,669667,668000,661667,643667,658629,694963,729963,753667,757000,740333,711667,695000,701667,703000,686333,679667,703317,761650,799983,816667,808333,793542,773542,790208,821750,844083,810750,798333,829333,893500,939167,957500,953167,929833,903500,900333,895333,878333,838333,830333,852000,902000,933333,949667,938000,913000,886667,888917,896417,899750,865000,854167,869917,905750,925750,945000,980000,1013333,1025000,1025000,1024333,1016000,1002667,1013333,1068333,1158333,1230333,1267000,1260333,1240833,1217500,1204167,1200000,1166667,1133333,1150000,1213333,1313333,1373333,1385000,1335000,1251667,1197333,1172417
395025,13,"Riverside, CA",msa,CA,309500,299500,291667,280333,268000,256333,250667,243917,233917,220917,215667,214333,212667,207167,205167,205167,205000,201667,201667,203667,205333,203667,201667,201667,201333,203000,203000,203333,201667,200167,198500,198500,198333,199667,199667,200000,199333,199333,198667,198000,194667,191667,190000,190000,188333,188333,188333,193333,196333,199667,199667,200667,197333,197333,198333,206667,213333,217000,218667,222333,230333,237667,244000,249000,251667,253333,254667,255667,260167,260500,263833,264333,267667,273000,276333,278667,277333,274000,273333,275000,278667,276983,278650,281650,288667,291333,294667,297667,299333,298333,296667,295667,296667,295000,296167,299500,306167,311667,313333,316667,316667,318333,316667,317000,318667,318667,321667,324333,331000,334667,340000,344333,345500,342500,339833,340000,341667,345000,351667,355000,358333,358333,361667,365000,365000,365000,361667,360667,357333,356000,357833,361167,366083,369917,373250,376333,377000,378333,378333,378000,377833,377500,380833,386000,388000,389667,391667,402333,414000,424333,428667,432000,435000,438333,445000,456667,470000,481667,490000,498333,502000,503667,505333,510000,518000,524333,531000,539667,552333,564000,569333,563667,555333,545000,538333
394532,14,"Detroit, MI",msa,MI,134019,135336,137003,139633,141650,141650,137917,133083,128083,122250,117750,114083,111667,111667,110300,113483,115483,118850,117500,114133,112467,110967,108333,105000,105000,109667,112333,115000,113667,112667,108884,106550,103217,100667,96000,93917,92417,96083,101500,108000,113833,115500,113500,108333,103317,98983,93317,91000,92667,101000,109333,117650,124317,126650,125167,121800,120967,119800,116500,114667,115633,122550,130217,140250,147667,150833,148983,144617,141450,138300,135333,132917,134583,140917,148667,154650,157983,158317,155667,151000,145333,143667,139967,140800,142433,150800,158300,164667,168667,168167,164833,158250,154750,152083,148667,148333,150958,160292,167958,173333,176000,173667,172633,167967,166717,161083,158083,156633,162217,170533,179200,183617,183967,180333,177983,173650,173817,167833,164167,163000,167333,176917,184583,190917,192750,188050,182893,179109,178143,174300,171000,171633,176133,186133,194167,204333,206000,204667,199283,194283,190950,186667,183075,185075,195075,198667,203833,210500,220667,225467,222133,221633,218967,212967,204967,204000,211667,226667,237333,245667,247500,246167,239600,234433,231267,229000,227333,226167,231667,241000,252667,262000,262667,256833,247500
395078,15,"Seattle, WA",msa,WA,358333,358333,361667,358333,355000,345000,339333,331927,331760,331687,330760,325927,319593,317927,322927,326650,326650,324983,320000,315667,314417,316067,319400,321983,323167,327441,324441,329608,329667,328500,317260,310260,313000,308823,305640,302400,307817,311333,311317,308300,303300,291410,281473,275095,271668,268288,263000,266667,282333,299000,311333,313725,310485,307245,302520,302520,298427,290093,286760,291760,308520,326093,336093,345083,344617,344600,338813,333280,324963,315000,310000,312667,324333,334333,346287,349526,352193,345660,340753,338070,334650,331298,327648,334647,346165,359498,369167,371087,373087,366921,365167,360167,358333,354906,351573,356479,366572,383239,395000,402080,402080,395413,391667,391666,391572,383239,376813,381479,402813,424240,441293,446627,444960,441333,439127,439034,438234,431643,435070,445440,472476,484143,493240,487667,481000,466000,455000,449906,448240,443240,448500,460617,481783,498283,505167,505333,498667,491667,488667,487750,494083,489083,496667,506000,527666,527666,535168,541835,563502,576667,583667,584633,576300,570967,575917,604250,639250,673333,690000,700000,695000,682333,674000,669000,668333,656333,666333,699667,753333,786667,788333,764167,734167,712500,708333
394865,16,"Minneapolis, MN",msa,MN,219333,221000,220917,219333,219300,218300,213300,206667,201333,197567,192233,187567,183000,184000,186333,192000,193667,193667,189667,186333,182467,177467,176133,177633,182600,184933,187467,192500,197500,196667,191833,184583,182083,178083,174000,168833,166667,169667,174000,178300,179080,175080,168780,162667,159667,157300,155300,155633,160000,166833,173500,180833,184667,186233,181900,178900,175000,171333,166100,166767,172100,183205,192797,202464,207259,206000,201000,196667,195167,193500,191333,190500,193800,200300,208967,213500,216500,211833,208000,204000,203133,201412,199709,202242,209430,217300,222967,225667,226167,224338,220251,218584,217746,218000,216333,216667,221633,227967,234300,237667,239000,236000,232633,229633,227300,224134,221134,224551,231050,239217,244800,248167,250000,248500,245167,241833,240000,240000,240967,245800,251767,258467,261967,263000,262000,260143,259810,259776,258033,255951,254984,260251,267000,274667,279084,281751,282217,279467,277133,275000,273750,271650,270180,275097,283863,290333,293667,295667,302333,306000,309000,309000,308333,304967,301633,305600,315300,327633,336000,340333,343000,342333,340000,336667,332068,330401,326557,331156,341156,356633,368300,373300,371667,365333,357000
395056,17,"San Diego, CA",msa,CA,475500,469417,466083,455917,446000,434333,417667,398500,381833,369500,371667,372000,375333,377000,386000,394333,394333,393333,390000,389000,385667,380333,378000,384667,389500,397833,397000,400833,397500,393333,388333,386000,383167,374833,368833,372500,379167,388167,385667,385333,381333,373167,368167,358167,358000,354000,358333,360000,364333,371000,377667,382667,381667,383000,383750,388250,391917,392333,392833,399500,418333,440000,453333,460000,456667,456833,453500,451500,448000,451333,453333,460000,463333,471667,478333,484667,487500,485833,481167,472833,466500,465167,470667,477167,482750,490750,501417,508833,512167,507667,506000,506333,508500,511833,510167,515000,521667,531667,536667,539167,542500,542500,545000,541667,540000,536417,538083,544750,553333,570000,582333,589083,587417,585917,584167,588167,589000,585667,582667,592667,607667,620000,624333,631000,635000,630667,624000,613333,605000,599667,597667,601583,610250,617250,631333,631333,634667,623667,625333,627833,632500,635917,641750,646750,650000,645000,648833,665500,688500,709500,713750,710750,705250,702667,711833,727500,749167,773333,793333,803333,798417,795083,795083,800000,800000,808333,824500,851167,879500,903333,908333,893333,869667,853000,841333
395148,18,"Tampa, FL",msa,FL,175750,178417,180167,181708,178542,173875,167333,161967,156200,152867,147400,146833,145833,147333,147333,148667,148000,144833,140167,139167,137667,137000,134333,134333,134000,134667,137667,138000,139967,136633,136633,133333,131667,130000,127917,125250,123150,123567,126233,128333,128667,125667,122333,118667,119167,117500,117283,116783,120083,123633,127800,130167,133500,130667,129000,127333,128650,129650,128817,134167,137500,143333,146650,152983,156317,155500,151833,149500,148667,146550,145217,146050,148833,154167,158333,164000,167000,165817,165317,161633,161817,157650,157950,159950,163950,168333,172333,177833,178833,177167,174000,172300,172300,170967,172667,174333,179517,184483,190567,194050,195750,192333,189333,187667,188667,188667,187833,190167,195133,201633,205967,211000,211667,211333,206333,206667,205667,205633,203633,206592,211625,216925,221633,225300,226367,223867,221867,222500,221648,219948,218615,220300,223817,227150,232117,236967,239967,238333,236667,234667,235667,234000,234333,235000,240000,243333,246667,251667,256750,262167,265500,268750,271667,270000,271033,272700,281033,290000,301667,311667,318333,323333,325700,329033,333200,338133,348133,358967,373333,386667,396667,402333,399000,390667,385000
394530,19,"Denver, CO",msa,CO,235000,238300,239967,243300,243333,239000,235000,228333,225333,214000,213000,213000,223333,227667,233167,235167,237500,232667,229833,224150,223317,224150,228083,232250,233417,235167,239167,246333,251982,252982,250982,249167,245833,239500,239333,242667,245998,246665,248332,251667,251333,246333,241333,239000,237233,237050,231867,234300,240150,251333,260667,265833,266500,263167,259750,257750,254417,249769,249436,254436,264233,270567,275567,279667,280000,276000,270167,266000,263333,260500,258000,261333,268317,278317,285317,288667,287000,283633,280300,281967,284667,287333,290667,299333,309967,319967,326633,328667,328667,323333,323000,322967,324967,324967,329667,338000,347000,356833,363500,368583,365750,360750,358333,356667,357333,355667,360667,368333,380000,386667,395000,396667,397333,392000,392000,391333,392500,392500,400833,409667,423000,428251,433584,430251,429667,423000,419667,415067,413400,410156,410089,415089,425862,435862,440862,443333,440500,437167,433833,432833,431167,430333,435833,449167,456667,456667,453500,460167,470158,479225,487558,494200,493300,486633,491667,512083,538796,558796,573379,584000,585667,581533,577533,578867,583000,583500,593833,613000,642500,659167,665333,657917,647583,633917,623000
395121,20,"St. Louis, MO",msa,MO,142300,148800,153467,158167,158150,153150,148150,141917,137083,128750,125583,127083,131750,136333,142833,148833,151810,149439,145439,139963,135833,132517,131350,132984,137967,144133,149167,152333,152167,149167,144333,142000,140667,139983,136650,130317,129167,132500,140667,145500,147458,143292,138625,135333,133667,130333,126667,127000,131167,138000,144583,148750,150556,147972,143789,139450,137617,136133,134167,135667,140333,145667,153333,158000,161500,156500,152167,147000,144883,142883,140217,139333,141791,149458,159124,164333,164686,158853,154853,152833,151833,147167,144500,145333,150333,156500,162500,167483,168650,165317,160500,154800,152467,150967,150333,152000,155333,164167,171833,176733,175233,171067,168250,165178,163011,160928,159167,160133,162467,169800,176500,182167,182000,179500,175133,174128,171628,169328,168000,169667,175000,182050,188717,192050,191333,186333,182667,178333,178083,176750,176383,176633,179967,187000,197000,202000,203333,196667,193333,190000,190333,190333,187000,187667,190967,200983,206650,211683,217333,220633,220633,216633,214967,211633,206883,205250,208583,216933,225267,233600,236511,236511,230511,227408,222408,219325,215917,219250,225000,235000,247617,254950,256950,248667,244000
394358,21,"Baltimore, MD",msa,MD,245817,250817,258000,263317,267192,266158,260808,255267,248300,243333,236333,236333,238000,241400,246067,249733,259333,258167,255973,244973,242807,239633,241033,240367,240733,240983,243650,246650,257667,257572,262572,253239,246667,240000,238333,241667,243333,244917,250917,257583,265333,257667,246000,235750,237417,239083,236333,229667,230520,241227,256191,266171,265797,262500,258750,254833,248133,245717,237967,237167,240833,253833,264567,274567,279867,282967,274633,271917,267750,262750,251167,250167,256800,271133,279967,285000,285667,280000,274333,268667,266000,263333,261000,261667,265088,270421,279404,292650,294317,286333,268333,261967,263633,263300,260917,257583,264467,276217,288217,299333,300967,295633,285300,275933,270900,263233,258300,252333,257300,269633,283300,291667,289333,285000,277250,275583,273917,273000,267967,267933,273267,283267,291600,299933,302967,301333,293167,290167,286833,281667,278333,277000,283667,290500,300833,312467,315633,314933,306633,303300,301333,297967,293633,295633,307300,314967,314967,314167,320317,325317,322817,318667,310333,307000,301667,301667,300000,309333,322000,332373,336373,335373,338333,335000,330000,325000,319000,320667,326667,342633,358467,365800,362250,355750,351250
394458,22,"Charlotte, NC",msa,NC,153167,154333,157333,161417,162417,157417,152667,147333,145755,141088,142088,143000,148000,150500,154667,157500,157667,155167,150667,147333,143000,143000,140667,143000,146000,152000,156667,160333,161900,162233,157900,154667,150667,148333,145500,144833,145133,148633,150633,155333,156333,152667,147667,141083,143383,140848,143765,143798,149848,156848,161848,165000,165000,162667,157667,152667,150000,149333,147667,152333,158250,168250,174917,179667,180333,174333,169333,166000,165667,163333,160300,161592,166592,174625,181300,185967,185300,180567,174900,169900,167667,166000,167667,172633,179300,185967,192333,196333,197083,191417,184417,180333,177000,176667,175333,179500,186167,194167,203333,208000,209667,203000,197333,194000,190667,189833,187400,194734,203234,212334,219500,224500,223833,217000,212167,211167,214000,210500,211833,213500,221167,227500,235333,238833,241167,235167,230667,227333,225333,222000,218750,223750,232750,244333,253000,259000,257333,253333,248333,246667,248000,246333,248667,250667,259000,259167,262933,268183,279017,283250,284667,285833,284500,283833,284333,293667,306000,321290,331957,340957,344000,345667,345333,348667,350333,351000,351233,356983,370983,387417,403333,405000,398333,386667,378000
394943,23,"Orlando, FL",msa,FL,217833,216167,218000,218667,216750,213083,203083,195000,186667,185000,181667,178333,170000,166667,164967,168283,168283,166617,161967,156967,151967,149633,145950,145650,144317,147333,147667,149083,149733,144900,141817,136833,136667,133000,129667,128667,129833,133167,133583,134417,134417,132167,129500,127417,127917,127250,126000,126667,127667,131667,134783,138783,139783,140000,138500,138500,140417,141917,143583,145000,151250,155250,160717,164883,169250,172117,170700,170633,167300,164933,164633,166300,171667,173650,176983,180733,184083,184083,181333,179633,179633,178300,178667,182000,184667,187333,189000,194333,196333,197667,194667,194667,193333,195213,194646,196279,199399,203299,208667,212000,215333,213333,213150,212150,212150,210667,210000,215000,220633,225600,228933,231633,233333,233333,231667,230917,229917,231517,233933,236267,238900,243867,248533,250967,251000,250500,250500,249148,249315,248315,249667,250667,253333,256667,261633,266633,269967,269667,266215,262882,261548,262417,264083,265717,269950,273283,274983,276667,281667,286133,289150,292450,294650,294933,294967,298300,306633,314967,326633,338333,346667,350000,351667,354000,359200,364200,370200,380500,393833,406883,415983,417650,415600,409833,403167
